date,dir,dir
2021,misc/cgo/testshared/testdata/iface,2
2021,src/cmd/vendor/golang.org/x/tools/go/analysis/passes/unmarshal,2
2021,src/cmd/vendor/golang.org/x/tools/go/types/typeutil,2
2021,src/debug/macho/testdata,2
2021,src/encoding/pem,2
2021,src/expvar,2
2021,src/internal/profile,2
2021,src/cmd/vendor/golang.org/x/tools/go/analysis/passes/stringintconv,2
2021,src/internal/singleflight,2
2021,src/runtime/trace,2
2021,src/vendor/golang.org/x/net/http/httpproxy,2
2021,test/abi/bad_select_crash.dir/genCaller42,2
2021,test/abi/bad_select_crash.dir/genChecker42,2
2021,test/abi/bad_select_crash.dir/genUtils,2
2021,test/fixedbugs/bug510.dir,2
2021,src/runtime/testdata/testprognet,2
2021,src/cmd/vendor/golang.org/x/tools/go/analysis/passes/shift,2
2021,src/cmd/vendor/golang.org/x/sync/semaphore,2
2021,src/cmd/internal/metadata,2
2021,misc/cgo/testshared/testdata/iface_a,2
2021,misc/cgo/testshared/testdata/iface_b,2
2021,misc/cgo/testshared/testdata/iface_i,2
2021,misc/cgo/testshared/testdata/implicit,2
2021,misc/cgo/testshared/testdata/implicitcmd,2
2021,misc/cgo/testshared/testdata/issue25065,2
2021,misc/cgo/testshared/testdata/issue30768,2
2021,misc/cgo/testshared/testdata/issue30768/issue30768lib,2
2021,misc/cgo/testshared/testdata/issue39777/a,2
2021,misc/cgo/testshared/testdata/issue39777/b,2
2021,misc/cgo/testshared/testdata/trivial,2
2021,src/builtin,2
2021,src/cmd/compile/internal/test/testdata/mysort,2
2021,src/cmd/go/internal/par,2
2021,src/cmd/go/internal/test/internal/genflags,2
2021,test/fixedbugs/issue18419.dir,2
